name,min_env_humid,max_env_humid,min_light_lux,max_light_lux,min_temp,max_temp
Mini rose 'Rosa Terrazza Nova',30,80,3000,60000,8,35
Mini rose 'Rosa Terrazza Pretty',30,80,3000,60000,8,35
Mini rose 'Rosa Terrazza Pure',30,80,3000,60000,8,35
Mini rose 'Rosa Terrazza Purple',30,80,3000,60000,8,35
Mini rose 'Rosa Terrazza Saturnus',30,80,3000,60000,8,35
Mini rose 'Rosa Terrazza Tender',30,80,3000,60000,8,35
Mini rose 'Royal White Optima',30,80,3000,60000,8,35
Mini rose 'Safari Star',30,80,3000,60000,8,35
Mini rose 'Salmon Star',30,80,3000,60000,8,35
Mini rose 'Savanna Ovation',30,80,3000,60000,8,35
Mini rose 'Shiny Cupido',30,80,3000,60000,8,35
Mini rose 'Snow Star',30,80,3000,60000,8,35
Mini rose 'Sparkling Jewel',30,80,3000,60000,8,35
Mini rose 'Steppe Ovation',30,80,3000,60000,8,35
Mini rose 'Sunny Jewel',30,80,3000,60000,8,35
Mini rose 'Sunny Star',30,80,3000,60000,8,35
Mini rose 'Sweet Cupido',30,80,3000,60000,8,35
Mini rose 'Sweet Star',30,80,3000,60000,8,35
Mini rose 'Terra Ovation',30,80,3000,60000,8,35
Mini rose 'Tundra Ovation',30,80,3000,60000,8,35
Mini rose 'Twinny Cupido',30,80,3000,60000,8,35
Mini rose 'Violet Jewel',30,80,3000,60000,8,35
Mini rose 'Vulcanic Ovation',30,80,3000,60000,8,35
Mini rose 'White Jewel',30,80,3000,60000,8,35
Mini rose 'White Star',30,80,3000,60000,8,35
Mini rose 'Yellow Ovation',30,80,3000,60000,8,35
Mini rose 'Yellow Star',30,80,3000,60000,8,35
Mixed color mini rose,30,80,3000,60000,8,35
Monstera deliciosa,30,85,800,15000,12,32
Monstera friedrichsthalii,30,85,800,15000,12,32
Murraya paniculata,30,85,2200,55000,8,32
Myosotis scorpioides,30,80,2200,60000,8,32
Myosotis sylvatica,30,80,2200,60000,8,32
Myrtillocactus geometrizans,15,80,3000,100000,8,35
Nandina domestica,30,85,1500,45000,8,35
Nandina domestica 'Firepower',30,85,1500,50000,8,35
Narcissus 'Abba',30,80,2500,30000,6,32
Narcissus 'Accent',30,80,2500,30000,6,32
Narcissus 'Acropolis',30,80,2500,30000,6,32
Narcissus 'Actea',30,80,2500,30000,6,32
Narcissus 'Alpino Glow',30,80,2500,30000,6,32
Narcissus 'Amadeus Mozart',30,80,2500,30000,6,32
Narcissus 'Angels Eyes',30,80,2500,30000,6,32
Narcissus 'Apothese',30,80,2500,30000,6,32
Narcissus 'Apricot Wirl',30,80,2500,30000,6,32
Narcissus 'Arkle',30,80,2500,30000,6,32
Narcissus 'Art Design',30,80,2500,30000,6,32
Narcissus 'Avalance',30,80,2500,30000,6,32
Narcissus 'Avalon',30,80,2500,30000,6,32
Narcissus 'Baby Boomer',30,80,2500,30000,6,32
Narcissus 'Bella Estrella',30,80,2500,30000,6,32
Narcissus 'Bellsong',30,80,2500,30000,6,32
Narcissus 'Border Beauty',30,80,2500,30000,6,32
Narcissus 'Bridal Crown',30,80,2500,30000,6,32
Narcissus 'Canarybird',30,80,2500,30000,6,32
Narcissus 'Centannees',30,80,2500,30000,6,32
Narcissus 'Changing Colors',30,80,2500,30000,6,32
Narcissus 'Charlotte',30,80,2500,30000,6,32
Narcissus 'Chit Chat',30,80,2500,30000,6,32
Narcissus 'Copper Queen',30,80,2500,30000,6,32
Narcissus 'Desdemona',30,80,2500,30000,6,32
Narcissus 'Double Gold Medal',30,80,2500,30000,6,32
Narcissus 'Dutch Master',30,80,2500,30000,6,32
Narcissus 'Every Day',30,80,2500,30000,6,32
Narcissus 'Fashion Parade',30,80,2500,30000,6,32
Narcissus 'Flower Parade',30,80,2500,30000,6,32
Narcissus 'Flowerdrift',30,80,2500,30000,6,32
Narcissus 'Gentle Giant',30,80,2500,30000,6,32
Narcissus 'Geranium',30,80,2500,30000,6,32
Narcissus 'Glen Clova',30,80,2500,30000,6,32
Narcissus 'Golden Bells',30,80,2500,30000,6,32
Narcissus 'Golden Ducat',30,80,2500,30000,6,32
Narcissus 'Grand Soleil Dor',30,80,2500,30000,6,32
Narcissus 'Hawera',30,80,2500,30000,6,32
Narcissus 'Hoopoe',30,80,2500,30000,6,32
Narcissus 'Hungarian Rhapsody',30,80,2500,30000,6,32
Narcissus 'Ice Follies',30,80,2500,30000,6,32
Narcissus 'Ice King',30,80,2500,30000,6,32
Narcissus 'Ice Wings',30,80,2500,30000,6,32
Narcissus 'Jack Snipe',30,80,2500,30000,6,32
Narcissus 'Jetfire',30,80,2500,30000,6,32
Narcissus 'Juanita',30,80,2500,30000,6,32
Narcissus 'Kokopelli',30,80,2500,30000,6,32
Narcissus 'Lingerie',30,80,2500,30000,6,32
Narcissus 'Loth Lorien',30,80,2500,30000,6,32
Narcissus 'Manly',30,80,2500,30000,6,32
Narcissus 'Marjorie Hine',30,80,2500,30000,6,32
Narcissus 'Pop Eye',30,80,2500,30000,6,32
Narcissus 'Replete',30,80,2500,30000,6,32
Narcissus 'Taurus',30,80,2500,30000,6,32
Nelumbo nucifera,30,85,3000,95000,8,40
Neofinetia falcata,30,85,800,25000,8,32
Neoregelia carolinae 'var. tricolor',30,85,800,27000,10,37
Nidularium innocentii,30,85,800,27000,10,37
Nir,30,80,3000,50000,5,32
Nir light pink early,30,80,3000,50000,5,32
Notocactus uebelmannianus,15,80,3000,100000,5,35
Obregonia denegrii,15,80,3000,100000,5,35
Ocimum basilicum,30,80,2500,60000,8,32
Oncidium hybridum,30,85,800,25000,8,32
Opuntia chlorotica,15,80,3000,100000,8,35
Opuntia engelmannii,15,80,3000,100000,8,35
Opuntia microdasys,15,80,3000,100000,8,35
Opuntia spp.,15,80,3000,100000,5,35
Opuntia vulgaris,15,80,3000,100000,8,35
Orange mini rose,30,80,3000,60000,8,35
Oreocereus celsianus,15,80,3000,100000,8,35
Ornamental Cucumis sativus,30,80,3200,75000,6,35
Ornithogalum dubium,30,85,1500,25000,12,32
Ornithogalum saundersiae,30,85,1500,25000,12,32
Ornithogalum umbellatum,30,85,1500,25000,12,32
Orostachys boehmeri,15,80,4000,80000,5,35
Osmanthus delavayi,30,80,1500,60000,10,35
Osmanthus fragrans,30,80,1500,60000,10,35
Osmanthus fragrans cv.'rixianggui',30,80,1500,65000,10,35
Osmanthus fragrans var. aurantiacus,30,80,1500,60000,10,35
Osmanthus fragrans var. latifolius,30,80,1500,60000,10,35
Osmanthus fragrans var. semperflorens,30,80,1500,60000,10,35
Osmanthus fragrans var. thunbergii,30,80,1500,60000,10,35
Othonna capensis,15,80,3500,60000,8,35
Oxalis crassipes,30,80,1800,37000,3,35
Oxalis triangularis,30,80,2000,40000,3,35
Oxydendrum arboreum,30,80,3000,50000,5,35
Pachira macrocarpa,30,85,1200,40000,10,32
Pachycereus pringlei,15,80,3000,100000,8,35
Pachyphytum 'Dr Cornelius',15,80,3500,80000,5,35
Pachyphytum compactum,15,80,3500,80000,5,35
Pachyphytum cv.Momobijin,15,80,3200,65000,8,35
Pachyphytum oviferum,15,80,3500,80000,5,35
Pachyveria 'Glauca',15,80,3500,80000,5,35
Pachyveria pachytoides,15,80,3000,85000,6,35
Paeonia delavayi,30,80,2000,50000,8,32
Paeonia mascula,30,80,2000,50000,8,32
Paeonia officinalis,30,80,2000,50000,8,32
Paeonia peregrina,30,80,2000,50000,8,32
Paeonia rockii,30,80,2000,50000,8,32
Paeonia suffruticosa,30,80,2000,50000,8,32
Paeonia suffruticosa ' Coral Charm',30,80,2000,50000,8,32
Paeonia suffruticosa 'Angel Cheeks',30,80,2000,50000,8,32
Paeonia suffruticosa 'Big Ben',30,80,2000,50000,8,32
Paeonia suffruticosa 'Duchesse de Nemours',30,80,2000,50000,8,32
Paeonia suffruticosa 'Pillow Talk',30,80,2000,50000,8,32
Paeonia suffruticosa 'Red Charm',30,80,2000,50000,8,32
Paeonia tenuifolia,30,80,2000,50000,8,32
Pailulacaria afra var.foliis variegatis,15,80,3500,85000,8,35
Pale pink mini rose,30,80,3000,60000,8,35
Parodia magnifica,15,80,3000,100000,5,35
Parthenocissus henryana,30,85,1100,30000,8,35
Parthenocissus quinquefolia,30,85,1100,30000,8,35
Parthenocissus tricuspidata,30,85,1100,30000,8,35
Pelargonium 'Angel Eyes',30,80,3000,60000,8,32
Pelargonium Black Velvet F1 'Coral',30,80,3000,60000,8,32
Pelargonium Black Velvet F1 'pink',30,80,3000,60000,8,32
Pelargonium Black Velvet F1 'rose',30,80,3000,60000,8,32
Pelargonium Black Velvet F1 'Salmon',30,80,3000,60000,8,32
Pelargonium Black Velvet F1 'Scarlet',30,80,3000,60000,8,32
Pelargonium cordifolium,30,80,3000,60000,8,32
Pelargonium graveolens,30,80,3000,60000,8,32
Pelargonium sidoides,30,80,3000,60000,8,32
Pelargonium x domesticum 'Aztec',30,80,3000,60000,8,32
Pelargonium x fragrans,30,80,3000,60000,8,32
Pelargonium x hortorum,30,80,3000,60000,8,32
Pelargonium x hortorum Bailey,30,80,3000,60000,8,32
Pelargonium x peltatum,30,80,3000,60000,8,32
Pelargonium zonale,30,80,3000,60000,8,32
Peperomia 'Honey jasper',30,85,500,20000,10,32
Peperomia rotundifolia,30,85,800,35000,10,32
Peperomia tetraphylla L.,30,85,800,20000,10,32
Perilla frutescens,30,80,3500,60000,8,35
Petunia 'African Sunset',30,80,3000,60000,5,35
Petunia Opera Supreme F1 'Coral',30,80,3000,60000,5,35
Petunia Opera Supreme F1 'Lilac Ice',30,80,3000,60000,5,35
Petunia Opera Supreme F1 'Pink Morn',30,80,3000,60000,5,35
Petunia Opera Supreme F1 'Raspberry Ice Imp',30,80,3000,60000,5,35
Petunia Opera Supreme F1 blue,30,80,3000,60000,5,35
Petunia Opera Supreme F1 Lavender,30,80,3000,60000,5,35
Petunia Opera Supreme F1 Light Blue,30,80,3000,60000,5,35
Petunia Opera Supreme F1 Purple,30,80,3000,60000,5,35
Petunia Opera Supreme F1 Red,30,80,3000,60000,5,35
Petunia Opera Supreme F1 white,30,80,3000,60000,5,35
Petunia Trilogy F1 blue,30,80,3000,60000,5,35
Petunia Trilogy F1 Deep Purple,30,80,3000,60000,5,35
Petunia Trilogy F1 Lavender Pink,30,80,3000,60000,5,35
Petunia Trilogy F1 Purple,30,80,3000,60000,5,35
Petunia Trilogy F1 red,30,80,3000,60000,5,35
Petunia Trilogy F1 Rose,30,80,3000,60000,5,35
Petunia Trilogy F1 scarlet,30,80,3000,60000,5,35
Petunia Trilogy F1 white,30,80,3000,60000,5,35
Petunia x hybrida,30,80,3000,60000,5,35
Phaius tankervilleae,30,85,800,25000,8,32
Phalaenopsis,30,85,2000,30000,15,32
Phalaenopsis 'Aberdeen',30,85,2000,30000,15,32
Phalaenopsis 'Akita',30,85,2000,30000,15,32
Phalaenopsis 'Alassio',30,85,2000,30000,15,32
Phalaenopsis 'Alghero',30,85,2000,30000,15,32
Phalaenopsis 'Alicante',30,85,2000,30000,15,32
Phalaenopsis 'Amsterdam',30,85,2000,30000,15,32
Phalaenopsis 'Andorra',30,85,2000,30000,15,32
Phalaenopsis 'Antalya',30,85,2000,30000,15,32
Phalaenopsis 'Bahia Blanca',30,85,2000,30000,15,32
Phalaenopsis 'Basel',30,85,2000,30000,15,32
Phalaenopsis 'Beaumont',30,85,2000,30000,15,32
Phalaenopsis 'Beijing',30,85,2000,30000,15,32
Phalaenopsis 'Belem',30,85,2000,30000,15,32
Phalaenopsis 'Bellinzona',30,85,2000,30000,15,32
Phalaenopsis 'Benidorm',30,85,2000,30000,15,32
Phalaenopsis 'Bloomington',30,85,2000,30000,15,32
Phalaenopsis 'Bombay',30,85,2000,30000,15,32
Phalaenopsis 'Bordeaux',30,85,2000,30000,15,32
Phalaenopsis 'Boston',30,85,2000,30000,15,32
Phalaenopsis 'Brisbane',30,85,2000,30000,15,32
Phalaenopsis 'Bristol',30,85,2000,30000,15,32
Phalaenopsis 'Bucharest',30,85,2000,30000,15,32
Phalaenopsis 'Budapest',30,85,2000,30000,15,32
Phalaenopsis 'Buenos Aires',30,85,2000,30000,15,32
Phalaenopsis 'Buffalo',30,85,2000,30000,15,32
Phalaenopsis 'Cagliari',30,85,2000,30000,15,32
Phalaenopsis 'Calgary',30,85,2000,30000,15,32
Phalaenopsis 'Cali',30,85,2000,30000,15,32
Phalaenopsis 'Cambridge',30,85,2000,30000,15,32
Phalaenopsis 'Cancun',30,85,2000,30000,15,32
Phalaenopsis 'Candela',30,85,2000,30000,15,32
Phalaenopsis 'Cape Town',30,85,2000,30000,15,32
Phalaenopsis 'Casablanca',30,85,2000,30000,15,32
Phalaenopsis 'Catalina',30,85,2000,30000,15,32
Phalaenopsis 'Chanu',30,85,2000,30000,15,32
Phalaenopsis 'Chengdu',30,85,2000,30000,15,32
Phalaenopsis 'Chiangmai',30,85,2000,30000,15,32
Phalaenopsis 'Chicago',30,85,2000,30000,15,32
Phalaenopsis 'Cleveland',30,85,2000,30000,15,32
Phalaenopsis 'Colombo',30,85,2000,30000,15,32
Phalaenopsis 'Copenhagen',30,85,2000,30000,15,32
Phalaenopsis 'Dallas',30,85,2000,30000,15,32
Phlox divaricata,15,80,2200,30000,8,32
Phlox drummondii,15,80,2200,30000,8,32
Phlox stolonifera,15,80,2200,30000,8,32
Phnom Penh Chlorophytum,30,85,500,30000,10,32
Photinia glabra,30,80,3000,50000,5,35
Photinia serrulata,30,80,3000,50000,5,35
Photinia x fraseri,30,80,3000,50000,5,35
Pink Anthurium andraeanum,30,85,1500,35000,15,32
Pink mini rose,30,80,3000,60000,8,35
Pittosporum eugenioides,30,85,2800,20000,5,35
Pittosporum glabratum var. neriifolium,30,85,2800,20000,5,35
Pittosporum phillyreoides,30,85,2800,20000,5,35
Pittosporum tenuifolium,30,85,2800,20000,5,35
Pittosporum tobira,30,85,2800,20000,5,35
Plectranthus hadiensis var. tomentosus,15,80,2800,35000,8,35
Plectranthus scutellarioides,30,85,3600,50000,10,35
Polyscias fruticosa,30,85,2000,8000,8,32
Polyscias guifoylei,30,85,1200,25000,8,32
Portulaca grandiflora,30,80,3000,100000,6,35
Portulaca molokiniensis,15,80,2000,60000,5,35
Portulaca oleracea,30,80,3000,100000,6,35
Portulacaria afra,15,80,3500,85000,8,35
Primula beesiana,30,80,2200,30000,6,32
Primula bulleyana,30,80,2200,30000,6,32
Primula capitata,30,80,2200,30000,6,32
Primula denticulata,30,80,2200,30000,6,32
Primula elatior,30,80,2200,30000,6,32
Primula florindae,30,80,2200,30000,6,32
Primula japonica,30,80,2200,30000,6,32
Primula malacoides,30,80,2200,30000,6,32
Primula obconica,30,80,2200,30000,6,32
Primula polyantha,30,80,2200,30000,6,32
Primula rosea,30,80,2200,30000,6,32
Primula vialii,30,80,2200,30000,6,32
Primula vulgaris,30,80,2200,30000,6,32
Protea,30,85,2500,60000,7,35
Protea 'Banksia',30,85,2500,60000,7,35
Protea 'Barbigera Snow Queen',30,85,2500,60000,7,35
Protea 'Barbigera',30,85,2500,60000,7,35
Protea 'Bot River Barbigera',30,85,2500,60000,7,35
Protea 'Brenda',30,85,2500,60000,7,35
Protea 'Candida',30,85,2500,60000,7,35
Protea 'Cardinal',30,85,2500,60000,7,35
Protea 'Carnival',30,85,2500,60000,7,35
Protea 'Compacta',30,85,2500,60000,7,35
Protea 'Cynaroides Red Rex',30,85,2500,60000,7,35
Protea 'Cynaroides White',30,85,2500,60000,7,35
Protea 'cynaroides',30,85,2500,60000,7,35
Protea 'Exima',30,85,2500,60000,7,35
Protea 'Grandiceps',30,85,2500,60000,7,35
Protea 'Guerna',30,85,2500,60000,7,35
Protea 'Ivy',30,85,2500,60000,7,35
Protea 'Julia',30,85,2500,60000,7,35
Protea 'King Protea',30,85,2500,60000,7,35
Protea 'Lady Di',30,85,2500,60000,7,35
Protea 'Liebencherry',30,85,2500,60000,7,35
Protea 'Lime Light',30,85,2500,60000,7,35
Protea 'Madiba',30,85,2500,60000,7,35
Protea 'Mundii',30,85,2500,60000,7,35
Protea 'Nana',30,85,2500,60000,7,35
Protea 'Nerifolia',30,85,2500,60000,7,35
Protea 'Niobe',30,85,2500,60000,7,35
Protea 'Pink Duke',30,85,2500,60000,7,35
Protea 'Pink Ice',30,85,2500,60000,7,35
Protea 'Pityphylla',30,85,2500,60000,7,35
Protea 'Red Repens',30,85,2500,60000,7,35
Protea 'Robijn',30,85,2500,60000,7,35
Protea 'Scoly',30,85,2500,60000,7,35
Protea 'Sheila',30,85,2500,60000,7,35
Protea 'Susara',30,85,2500,60000,7,35
Protea 'Sylvia',30,85,2500,60000,7,35
Protea 'Venus',30,85,2500,60000,7,35
Protea 'Waratah',30,85,2500,60000,7,35
Protea 'White Repens',30,85,2500,60000,7,35
Protea cynaroides,30,85,2500,60000,7,35
Protea cynaroides K.,30,85,2500,60000,7,35
Protea eximia,30,85,2500,60000,7,35
Protea magnifica,30,85,2500,60000,7,35
Prunus armeniaca,30,80,3200,70000,6,35
Prunus incisa,30,80,3000,50000,5,35
Prunus mume,30,80,3000,60000,6,32
Prunus mume var.typica Chinnabar Purple Form,30,80,3000,65000,5,35
Prunus persica,30,80,2500,60000,5,35
Prunus persica 'Atropurpurea',30,80,2500,65000,5,35
Prunus persica Chrysanthemoides,30,80,2500,60000,5,35
Prunus sargentii,30,80,3000,50000,5,35
Prunus serrulata,30,80,3000,50000,5,35
Prunus spp.,30,80,3000,50000,5,35
Prunus subhirtella,30,80,3000,50000,5,35
Prunus yedoensis,30,80,3000,50000,5,35
Puya chilensis,30,85,800,27000,10,37
Red Fittonia verschaffeltii,30,85,500,26000,10,35
Red mini rose,30,80,3000,60000,8,35
Rhododendron degronianum,30,80,3000,50000,5,35
Rieger begonia,30,85,2000,18000,15,32
Rohdea japonica,30,85,1200,25000,12,32
Roni white,30,80,3000,50000,5,32
Rose red mini rose,30,80,3000,60000,8,35
Rotem violet,30,80,3000,50000,5,32
Sedum dasyphyllum,15,80,3200,75000,5,35
Sinocrassula yunnanensis,15,80,3800,60000,8,35
Stenocereus thurberi,15,80,3000,100000,8,35
Stetsonia coryne,15,80,3000,100000,8,35
Symplocos paniculata,15,80,3000,100000,8,35
Thunbergia alata Bojer et Sims,30,80,3000,60000,5,35
Thunbergia erecta,30,80,3000,60000,5,35
Thunbergia grandiflora,30,80,3000,60000,5,35
Tibouchina lepidota,30,80,2000,50000,8,32
Tillandsia cyanea,30,85,800,27000,10,37
Tradescantia spathacea,30,85,1500,25000,12,32
Trinidad Moruga Scorpion,30,80,3500,120000,10,35
Turbinicarpus pseudopectinatus,15,80,2000,70000,8,35
Vriesea poelmannii,30,85,800,27000,10,37
Wax purple,30,80,3000,50000,5,32
Yellow Crocus spp.,30,80,2500,30000,6,35
Yellow mini rose,30,80,3000,60000,8,35
